wv,circle,60,38.7230556,-80.65
ca,circle,5,38.007059,-119.012259
nh,rectangle,300,43.3652778,-72.1738889
ak,unknown,180,61.9919444,-146.7686111
nj,disk,10,40.9166667,-74.1722222
ak,,900,70.292489,-161.903334
il,unknown,60,39.7338889,-90.2288889
oh,sphere,180,41.6638889,-83.5552778
ok,disk,120,36.1538889,-95.9925
tn,disk,1800,36.1658333,-86.7844444
nc,triangle,30,36.0688889,-79.4008333
ms,other,900,30.3958333,-88.8852778
va,sphere,120,37.2438889,-77.4105556
pa,disk,300,41.5241667,-76.4011111
ab,diamond,300,53.55,-113.5
ny,light,240,42.8863889,-78.8786111
wa,light,1200,48.5127778,-122.6113889
ia,unknown,60,42.1083333,-91.285
or,disk,120,44.5647222,-123.2608333
ny,sphere,600,42.5680556,-78.4791667
il,circle,30,38.8922222,-89.4130556
bc,sphere,120,56.031639,-121.905722
mn,disk,10,44.98,-93.2636111
ma,cigar,1200,42.3583333,-71.0602778
me,circle,600,43.3616667,-70.4772222
ca,oval,600,37.775,-122.4183333
,light,600,14.058324,108.277199
on,sphere,180,44.233333,-76.483333
ny,disk,180,40.7141667,-74.0063889
ar,other,14400,36.3727778,-94.2086111
nv,oval,1500,41.524898,-119.05102
fl,other,900,27.9472222,-82.4586111
ny,disk,300,40.7141667,-74.0063889
,light,240,-33.137551,81.826172
ca,disk,180,34.1477778,-118.1436111
ks,unknown,10800,37.9388889,-97.0194444
tx,unknown,600,33.2147222,-97.1327778
tx,disk,1800,31.6261111,-97.5997222
wa,rectangle,900,47.8555556,-121.9697222
sc,chevron,1800,35.002778,-82.652778
in,sphere,900,39.7927778,-87.3708333
va,disk,1800,36.8527778,-75.9783333
in,light,1200,39.1652778,-86.5263889
mn,triangle,120,45.012466,-92.991883
or,cylinder,7200,43.2166667,-123.3405556
nv,disk,7200,36.9086111,-116.7583333
tn,oval,37800,35.1405556,-85.2327778
oh,disk,300,41.2377778,-81.9316667
tx,unknown,600,33.2147222,-97.1327778
wv,sphere,240,40.4188889,-80.5897222
,changing,300,39.92077,32.85411
mn,unknown,2,46.4736111,-93.8986111
nj,light,600,40.7841667,-74.6972222
mi,triangle,15,44.314844,-85.602364
az,changing,1200,33.0580556,-112.0469444
oh,disk,120,40.9636111,-81.3313889
ny,disk,600,43.0986111,-77.4422222
fl,disk,900,28.0611111,-82.3025
ca,light,120,38.161861,-121.611621
ca,other,360,33.7091667,-117.9527778
ca,other,60,40.5763889,-124.2627778
nc,cone,300,35.9983333,-76.9463889
la,disk,300,31.0944444,-92.4002778
in,cylinder,900,40.9852778,-86.8794444
ca,disk,1200,33.7922222,-118.3141667
md,rectangle,120,39.2402778,-76.8397222
ny,light,10,42.8863889,-78.8786111
wa,disk,7200,47.0380556,-122.8994444
pa,disk,300,40.4405556,-79.9961111
nj,light,240,40.3161111,-74.5141667
ca,other,30,37.5483333,-121.9875
al,fireball,20,34.1469444,-86.1305556
pa,formation,600,40.2977778,-77.8744444
nj,cigar,180,40.7280556,-74.0780556
mi,oval,2400,43.5688889,-86.0394444
ky,disk,2400,38.056468,-83.943256
mi,fireball,240,42.9572222,-83.8305556
,sphere,97836000,52.466667,-1.916667
ma,unknown,20,42.5611111,-71.5902778
pa,oval,720,40.256648,-79.818468
nc,disk,180,35.8966667,-77.5361111
or,light,600,44.4269444,-124.0675
ca,light,45,34.2572222,-118.6002778
me,triangle,180,43.5341667,-70.9102778
fl,triangle,900,27.9375,-82.2861111
mi,light,240,43.4133333,-86.0794444
nc,sphere,300,34.9852778,-80.5497222
oh,triangle,3600,41.7386111,-80.77
ca,other,120,35.423335,-120.618785
ks,sphere,300,38.9716667,-95.235
or,circle,2700,42.225,-121.7805556
oh,triangle,300,41.389491,-82.019032
wv,light,10,40.0638889,-80.7211111
fl,,10,26.7052778,-80.0366667
bc,sphere,900,46.216667,-63.483333
or,oval,1800,43.2166667,-123.3405556
nh,fireball,1800,43.1488889,-72.3611111
nc,triangle,180,36.0988889,-78.3013889
id,disk,180,43.9147222,-113.6125
ky,oval,300,37.99,-84.1797222
il,circle,300,39.7338889,-90.2288889
ny,oval,300,41.5619444,-73.6030556
ca,rectangle,10,38.6172222,-121.3272222
me,disk,20,44.8830556,-68.6725
wa,oval,300,48.0511111,-119.9022222
ca,light,120,33.7358333,-118.2913889
ny,light,1200,42.0969444,-79.2355556
sc,other,900,34.8297222,-82.6016667
ca,circle,900,33.78,-118.2616667
tn,cigar,300,35.7563889,-83.9705556
ar,triangle,300,34.7463889,-92.2894444
tn,disk,900,36.1325,-88.5186111
nv,cigar,5,36.175,-115.1363889
ga,other,900,34.7047222,-85.2819444
ca,sphere,90,38.812963,-120.030183
ga,triangle,1200,32.5402778,-82.9038889
mo,egg,90,37.2152778,-93.2980556
tx,unknown,20,32.5005556,-94.7402778
az,triangle,900,33.4147222,-111.9086111
oh,light,7200,40.2986111,-83.0680556
mt,light,1800,45.4297222,-108.5325
ok,triangle,1200,36.3377778,-96.8036111
ny,disk,15,40.7141667,-74.0063889
ms,changing,1200,31.243787,-90.453153
ma,changing,300,42.1486111,-72.6083333
ca,triangle,3,34.4208333,-119.6972222
mo,cigar,600,38.2430556,-93.3816667
nv,circle,5,36.175,-115.1363889
pa,disk,300,40.4436111,-76.4286111
ia,,20,41.6611111,-91.53
or,,5,45.4208333,-122.6694444
or,,90,45.4208333,-122.6694444
ky,disk,300,38.4783333,-82.6380556
pa,rectangle,600,40.4619444,-78.2
,light,60,51.021111,-3.104722
il,other,20,41.5733333,-87.7844444
ny,triangle,60,40.6836111,-73.5105556
tx,,5400,30.2669444,-97.7427778
nh,triangle,600,43.1977778,-70.8741667
ca,sphere,15,38.609741,-122.254045
tx,formation,30,29.7630556,-95.3630556
oh,triangle,180,39.2275,-83.2705556
ny,oval,300,40.7141667,-74.0063889
ca,sphere,600,37.3230556,-122.0311111
az,sphere,30,32.8338889,-109.7069444
tx,fireball,180,30.1577778,-95.4891667
mn,triangle,600,47.4736111,-94.88
tx,rectangle,40,32.9125,-96.6386111
ny,other,300,42.4811111,-74.6108333
or,rectangle,20,43.804133,-120.554201
nc,cigar,120,35.2269444,-80.8433333
wi,light,1200,44.5191667,-88.0197222
sc,triangle,180,34.6422222,-82.4561111
ma,triangle,60,41.6527778,-70.2833333
il,triangle,60,41.1416667,-87.875
or,light,60,43.4222222,-123.2972222
va,other,300,36.6913889,-79.8727778
sc,triangle,1200,33.0183333,-80.1758333
fl,light,60,28.0391667,-81.95
ut,triangle,120,41.7355556,-111.8336111
or,light,5,45.5236111,-122.675
or,fireball,5,45.2113889,-122.9755556
wa,disk,180,47.0566667,-122.7
nm,fireball,120,35.2333333,-106.6638889
co,light,1800,37.2255556,-107.5975
ca,sphere,420,37.775,-122.4183333
il,disk,1200,42.0372222,-88.2811111
ca,fireball,4,32.9594444,-117.2644444
ca,fireball,7,32.8472222,-117.2733333
nh,oval,120,42.9955556,-71.4552778
ia,triangle,60,40.7419444,-95.0380556
,fireball,8,53.383333,-2.6
il,formation,900,39.987271,-90.763463
il,triangle,900,40.3513889,-90.3244444
wi,other,300,44.7930556,-89.7030556
tx,fireball,30,29.4238889,-98.4933333
il,light,60,41.8327778,-87.9288889
or,light,25,45.5236111,-122.675
oh,triangle,300,41.3683333,-82.1077778
ny,unknown,5,40.7141667,-74.0063889
ok,cigar,120,35.2225,-97.4391667
nv,light,15,36.175,-115.1363889
nv,light,180,36.241416,-115.050807
fl,unknown,25,25.7738889,-80.1938889
mo,chevron,15,39.0911111,-94.4152778
,formation,10,51.312374,3.132768
wa,formation,540,47.3444444,-122.7619444
mi,disk,600,41.7991667,-85.4191667
on,cigar,600,43.866667,-79.266667
,disk,900,31.84694,120.872862
ca,light,120,36.9613889,-120.0597222
ca,sphere,180,37.9577778,-121.2897222
az,cigar,20,33.3061111,-111.8405556
ca,unknown,15,37.5202778,-122.2747222
or,unknown,3600,44.3,-120.8333333
,triangle,60,56.15,-3.75
md,triangle,300,39.0397222,-77.0555556
fl,other,10,30.1658333,-81.7066667
co,light,300,38.8338889,-104.8208333
mo,light,30,40.3461111,-94.8722222
,light,40,-37.653829,145.517006
tn,triangle,120,35.6144444,-88.8138889
ny,diamond,900,42.9047222,-76.3944444
wa,,1,47.6063889,-122.3308333
mo,light,900,39.0997222,-94.5783333
mi,triangle,300,44.3147222,-84.7647222
