State/Province,Longitude,Latitude
ENG,-0.86,51.3
ENG,-0.86,51.3
ENG,1.18,51.08
ENG,1.11,51.12
ENG,-4.92,50.39
ENG,-1.62,54.92
ENG,-1.67,54.96
ENG,-1.67,54.96
ENG,-2.43,51.66
ENG,-2.43,51.66
ENG,-2.43,51.66
ENG,-2.43,51.66
ENG,-0.64,52.91
ENG,1.73,52.61
ENG,0.27,51.44
ENG,0.27,51.44
ENG,-0.58,51.24
ENG,-0.49,51.29
ENG,-0.59,51.24
ENG,-0.57,51.24
ENG,-0.61,51.24
ENG,0.23,50.88
ENG,-0.22,51.49
ENG,-0.86,51.3
ENG,-0.86,51.3
ENG,-0.86,51.3
ENG,-0.76,51.29
ENG,-0.41,51.3
ENG,-0.38,51.43
ENG,-2.18,53.03
ENG,-0.84,51.28
ENG,-0.86,51.3
ENG,0.09,51.77
ENG,-1.54,53.99
ENG,-0.34,51.58
ENG,-0.42,51.48
ENG,-0.11,51.01
ENG,-1.21,51.76
ENG,-0.42,51.48
ENG,-0.47,51.75
ENG,-0.9,51.54
ENG,-2.71,52.06
ENG,-0.08,51.8
ENG,0.19,51.87
ENG,-0.22,51.69
ENG,-2.09,54.98
ENG,-0.75,51.63
ENG,-0.28,51.95
ENG,0.22,51.56
ENG,-2.53,53.58
ENG,-0.36,51.47
ENG,-0.48,51.47
ENG,-0.49,51.47
ENG,-0.16,50.83
ENG,-0.33,53.74
ENG,-0.41,53.72
ENG,-1.56,51.48
ENG,-1.56,51.48
ENG,-1.56,51.48
ENG,-0.18,52.33
ENG,-2.09,53.47
ENG,0.07,51.56
ENG,1.16,52.06
ENG,1.14,52.05
ENG,1.15,52.05
ENG,1.06,52
ENG,-4.48,54.15
ENG,-1.58,52.34
ENG,-0.26,51.63
ENG,-0.73,52.43
ENG,-2.25,52.39
ENG,-0.19,51.54
ENG,-0.3,51.41
ENG,-3.69,55.51
ENG,-2.9,53.78
ENG,-2.8,54.05
ENG,-1.55,52.28
ENG,-1.53,52.29
ENG,-1.59,53.84
ENG,-1.54,53.8
ENG,-1.5,53.84
ENG,-1.55,53.8
ENG,-1.59,53.73
ENG,-1.55,53.79
ENG,-1.55,53.8
ENG,-1.56,53.8
ENG,-1.54,53.8
ENG,-1.55,53.79
ENG,-1.55,53.8
ENG,-1.09,52.68
ENG,-1.13,52.62
ENG,-1.14,52.64
ENG,-1.15,52.63
ENG,-1.21,52.62
ENG,-1.21,52.62
ENG,-1.21,52.62
ENG,-0.54,53.23
ENG,-0.55,53.22
ENG,-0.55,53.23
ENG,-0.82,51.08
ENG,-0.83,51.08
ENG,-2.98,53.41
ENG,-2.85,53.35
ENG,-2.86,53.34
ENG,-2.96,53.41
ENG,-2.92,53.46
ENG,-2.86,53.34
ENG,-2.99,53.41
ENG,-2.97,53.41
ENG,-2.99,53.4
ENG,-2.99,53.4
ENG,-2.97,53.41
ENG,-2.97,53.4
ENG,-0.17,51.46
ENG,-0.11,51.46
ENG,0.25,51.88
ENG,-0.1,51.51
ENG,-0.12,51.53
ENG,-0.19,51.49
ENG,-0.21,51.52
ENG,-0.14,51.52
ENG,-0.02,51.5
ENG,-0.15,51.44
ENG,-0.19,51.49
ENG,-0.09,51.51
ENG,-0.15,51.52
ENG,-0.17,51.43
ENG,-0.11,51.53
ENG,-0.15,51.49
ENG,-0.22,51.51
ENG,-0.3,51.51
ENG,-0.09,51.52
ENG,-0.19,51.5
ENG,-0.22,51.51
ENG,-0.08,51.46
ENG,-0.14,51.5
ENG,-0.18,51.5
ENG,-0.19,51.48
ENG,-0.12,51.52
ENG,-0.14,51.59
ENG,-0.13,51.57
ENG,-0.14,51.46
ENG,0,51.5
ENG,-0.14,51.52
ENG,-0.13,51.53
ENG,-0.19,51.47
ENG,-0.2,51.51
ENG,-0.22,51.5
ENG,-0.15,51.51
ENG,-0.09,51.52
ENG,-0.14,51.51
ENG,-0.1,51.52
ENG,-0.08,51.51
ENG,-0.13,51.52
ENG,-0.08,51.52
ENG,-0.23,51.51
ENG,-0.19,51.5
ENG,-0.24,51.58
ENG,-0.1,51.63
ENG,-0.08,51.51
ENG,-0.12,51.52
ENG,0.03,51.51
ENG,-0.13,51.51
ENG,-0.16,51.52
ENG,-0.13,51.51
ENG,-0.18,51.49
ENG,-0.21,51.51
ENG,-0.16,51.5
ENG,-0.17,51.55
ENG,-0.11,51.62
ENG,-0.18,51.52
ENG,-0.12,51.52
ENG,-0.08,51.52
ENG,-0.14,51.53
ENG,-0.05,51.49
ENG,-0.13,51.51
ENG,-0.14,51.52
ENG,-0.2,51.57
ENG,-0.18,51.62
ENG,-0.12,51.49
ENG,-0.1,51.51
ENG,-0.12,51.51
ENG,-0.19,51.55
ENG,-0.12,51.51
ENG,-0.19,51.51
ENG,-0.15,51.49
ENG,-0.14,51.52
ENG,-0.17,51.46
ENG,-0.08,51.51
ENG,-0.11,51.5
ENG,-0.07,51.51
ENG,-0.12,51.53
ENG,-0.18,51.49
ENG,-0.15,51.51
ENG,-0.13,51.53
ENG,-0.07,51.52
ENG,-0.19,51.53
ENG,-0.08,51.52
ENG,-0.01,51.54
ENG,-0.23,51.41
ENG,-0.21,51.44
ENG,-0.2,51.51
ENG,-0.29,51.51
ENG,-0.16,51.55
ENG,-0.01,51.54
ENG,-0.08,51.52
ENG,-0.13,51.52
ENG,-0.09,51.52
ENG,-0.1,51.52
ENG,-0.11,51.5
ENG,-0.14,51.5
ENG,-0.14,51.51
ENG,-0.18,51.41
ENG,-0.29,51.48
ENG,-0.14,51.51
ENG,-0.22,51.49
ENG,-0.13,51.5
ENG,-0.07,51.63
ENG,-0.17,51.49
ENG,-0.22,51.49
ENG,-0.14,51.51
ENG,-0.09,51.53
ENG,-0.26,51.49
ENG,-0.22,51.51
ENG,-0.14,51.51
ENG,-0.21,51.48
ENG,-0.2,51.47
ENG,-0.09,51.5
ENG,-0.14,51.52
ENG,-0.16,51.51
ENG,-0.13,51.53
ENG,-0.15,51.49
ENG,-0.14,51.51
ENG,-0.19,51.52
ENG,-0.21,51.42
ENG,-0.18,51.52
ENG,-0.16,51.52
ENG,-0.17,51.49
ENG,-0.13,51.51
ENG,-0.19,51.47
ENG,-0.11,51.53
ENG,-0.18,51.55
ENG,-0.12,51.51
ENG,-0.01,51.51
ENG,-0.14,51.51
ENG,-0.12,51.5
ENG,-0.14,51.45
ENG,-0.11,51.5
ENG,-0.08,51.52
ENG,-0.07,51.51
ENG,-0.13,51.48
ENG,-0.02,51.5
ENG,-0.22,51.58
ENG,0.02,51.49
ENG,-0.21,51.54
ENG,-0.15,51.51
ENG,-0.12,51.51
ENG,-0.02,51.38
ENG,-0.1,51.55
ENG,-0.01,51.48
ENG,-0.14,51.54
ENG,-0.17,51.52
ENG,-0.11,51.52
ENG,-0.16,51.5
ENG,-0.09,51.51
ENG,-0.08,51.51
ENG,-0.1,51.51
ENG,-0.17,51.49
ENG,-0.17,51.53
ENG,-0.13,51.49
ENG,-0.19,51.51
ENG,-0.11,51.51
ENG,-2.87,55.74
ENG,-0.08,51.65
ENG,-0.16,51.55
ENG,-0.12,51.52
ENG,-0.12,51.53
ENG,-0.14,51.5
ENG,-0.12,51.58
ENG,-0.09,51.51
ENG,-0.21,51.42
ENG,-0.15,51.54
ENG,-0.1,51.51
ENG,-0.03,51.41
ENG,-0.09,51.5
ENG,-0.23,51.49
ENG,-0.18,51.49
ENG,-0.16,51.52
ENG,-0.13,51.52
ENG,-0.09,51.51
ENG,-0.08,51.51
ENG,-0.2,51.5
ENG,-0.04,51.52
ENG,-0.1,51.52
ENG,-0.28,51.66
ENG,-0.1,51.51
ENG,-0.3,51.41
ENG,-0.01,51.5
ENG,-0.13,51.52
ENG,-0.13,51.5
ENG,-0.02,51.5
ENG,-0.11,51.56
ENG,-0.14,51.46
ENG,-0.1,51.51
ENG,-0.13,51.53
ENG,-0.15,51.51
ENG,-0.14,51.51
ENG,-0.26,51.49
ENG,-0.12,51.51
ENG,-0.09,51.51
ENG,-0.28,51.72
ENG,-1.2,52.77
ENG,0.06,51.65
ENG,1.75,52.48
ENG,-0.38,51.88
ENG,-0.41,51.88
ENG,-0.38,51.88
ENG,-0.72,51.52
ENG,0.52,51.27
ENG,0.51,51.3
ENG,-2.23,53.46
ENG,-2.28,53.37
ENG,-2.25,53.47
ENG,-2.23,53.48
ENG,-2.24,53.48
ENG,-2.24,53.48
ENG,-2.23,53.47
ENG,-2.25,53.48
ENG,-2.24,53.48
ENG,-2.25,53.48
ENG,-2.24,53.48
ENG,-2.24,53.48
ENG,-2.35,53.47
ENG,-2.24,53.48
ENG,-2.24,53.49
ENG,-2.25,53.48
ENG,-2.34,53.47
ENG,-2.35,53.47
ENG,-2.25,53.48
ENG,-2.22,53.44
ENG,-2.24,53.47
ENG,-2.24,53.48
ENG,-2.24,53.49
ENG,-2.22,53.41
ENG,-2.27,53.36
ENG,-1.31,53.11
ENG,-0.92,52.48
ENG,-0.78,51.57
ENG,-1.24,54.58
ENG,-2.43,53.2
ENG,-0.76,52.04
ENG,-0.76,52.04
ENG,-0.69,52.04
ENG,-0.75,52.04
ENG,-0.78,52.04
ENG,-0.75,52.08
ENG,-1.72,53.69
ENG,-1.01,53.21
ENG,-0.81,53.08
ENG,-1.32,51.4
ENG,-1.67,54.96
ENG,-1.61,54.99
ENG,-2.29,52.99
ENG,-2.29,52.99
ENG,-1.61,54.97
ENG,-2.29,52.99
ENG,-1.62,54.97
ENG,-1.61,54.98
ENG,-1.62,54.97
ENG,-1.66,55.01
ENG,-2.21,53.03
ENG,-1.61,54.97
ENG,-1.51,55.03
ENG,-1.6,54.97
ENG,0.41,52.27
ENG,0.41,52.24
ENG,-1.29,50.7
ENG,-2.99,51.59
ENG,-2.95,51.57
ENG,0.4,52.75
ENG,-0.23,51.37
ENG,-0.9,52.24
ENG,-0.91,52.24
ENG,-0.9,52.23
ENG,-0.94,52.24
ENG,1.3,52.63
ENG,1.29,52.62
ENG,1.29,52.63
ENG,1.31,52.63
ENG,1.31,52.62
ENG,-1.24,52.9
ENG,-1.15,52.94
ENG,-1.18,52.95
ENG,-1.28,53
ENG,-1.15,52.95
ENG,-1.15,52.95
ENG,-1.19,52.94
ENG,-1.15,52.95
ENG,-1.14,53.3
ENG,-1.05,53.17
ENG,-0.29,54.19
ENG,-2.31,51.76
ENG,-2.88,53.57
ENG,0.1,51.38
ENG,-3.03,52.85
ENG,-1.23,51.76
ENG,-1.23,51.85
ENG,-1.26,51.75
ENG,-1.1,51.74
ENG,-1.1,51.71
ENG,-1.26,51.78
ENG,-1.1,51.74
ENG,-1.28,51.79
ENG,-2.74,54.6
ENG,-2.74,54.6
ENG,-0.24,52.57
ENG,-0.25,52.57
ENG,0.34,50.82
ENG,-0.39,51.58
ENG,-4.14,50.37
ENG,-4.14,50.37
ENG,-0.8,53.92
ENG,-1.98,50.72
ENG,-1.08,50.84
ENG,-1.09,50.8
ENG,-1.09,50.8
ENG,-0.22,51.69
ENG,-0.22,51.69
ENG,-2.68,53.75
ENG,-2.65,53.79
ENG,-2.9,53.82
ENG,-2.68,53.77
ENG,-2.01,52.46
ENG,-1.06,51.44
ENG,-0.97,51.45
ENG,-0.97,51.46
ENG,-0.97,51.45
ENG,-0.97,51.46
ENG,-0.97,51.46
ENG,-0.97,51.46
ENG,-0.15,51.29
ENG,-0.29,51.47
ENG,-0.3,51.46
ENG,0.67,51.82
ENG,-2.17,53.6
ENG,0.18,51.58
ENG,0.18,51.58
ENG,-2.57,51.93
ENG,-2.73,53.34
ENG,0.24,52.02
ENG,-1.78,51.06
ENG,-1.8,51.07
ENG,-2.95,53.24
ENG,-1.49,53.38
ENG,-1.41,53.41
ENG,-1.28,53.32
ENG,-1.47,53.38
ENG,-1.41,53.41
ENG,-1.46,53.38
ENG,-1.49,53.37
ENG,-1.47,53.38
ENG,-1.28,53.32
ENG,-1.41,53.41
ENG,-1.47,53.38
ENG,-1.41,53.4
ENG,-0.25,50.85
ENG,-2.76,52.68
ENG,-2.75,52.71
ENG,-2.75,52.71
ENG,-2.75,52.69
ENG,-2.72,52.75
ENG,-2.4,52.68
ENG,0.74,51.34
ENG,-2.02,53.96
ENG,-0.59,51.51
ENG,-1.82,52.39
ENG,-1.78,52.41
ENG,-1.45,54.98
ENG,-2.88,53.27
ENG,-1.41,50.9
ENG,-1.41,50.9
ENG,-1.31,50.92
ENG,-1.4,50.91
ENG,-1.4,50.91
ENG,-1.41,50.91
ENG,0.71,51.54
ENG,-3.01,53.65
ENG,-0.1,51.51
ENG,0.13,52.8
ENG,-0.34,51.75
ENG,-2.77,53.47
ENG,-1.84,50.83
ENG,-0.29,51.72
ENG,-2.12,52.8
ENG,-2.12,52.81
ENG,-2.29,52.99
ENG,-1.86,52.91
ENG,-2.29,52.99
ENG,-1.48,52.92
ENG,-0.52,51.43
ENG,0.26,51.89
ENG,-0.2,51.89
ENG,-2.16,53.4
ENG,-2.18,53.05
ENG,-2.24,53.03
ENG,0,51.54
ENG,-1.71,52.19
ENG,0.55,52.39
ENG,-1.38,54.91
ENG,-0.31,51.39
ENG,-0.19,51.36
ENG,-0.19,51.36
ENG,-1.82,52.56
ENG,-1.83,51.56
ENG,-1.81,51.6
ENG,-1.79,51.56
ENG,-1.8,51.56
ENG,-2.11,53.49
ENG,-1.7,52.63
ENG,-1.61,52.6
ENG,-0.67,51.52
ENG,-3.1,51.02
ENG,-0.33,51.43
ENG,-2.45,52.67
ENG,-2.12,52
ENG,0.66,52.39
ENG,-1.57,54.7
ENG,0.28,51.49
ENG,0.27,51.19
ENG,-3.53,50.46
ENG,-2.21,51.33
ENG,-5.05,50.26
ENG,0.26,51.13
ENG,-0.33,51.45
ENG,-0.48,51.55
ENG,-0.48,51.55
ENG,-1.52,53.65
ENG,-3.05,53.44
ENG,-1.99,52.59
ENG,-2.01,52.58
ENG,-0.04,51.72
ENG,-0.42,51.39
ENG,-0.19,51.46
ENG,0.03,51.58
ENG,-2.22,51.17
ENG,-2.6,53.38
ENG,-2.6,53.39
ENG,-2.53,53.42
ENG,-2.64,53.42
ENG,-1.5,52.22
ENG,-1.5,52.22
ENG,-1.61,52.28
ENG,-1.51,52.22
ENG,-0.4,51.66
ENG,-0.39,51.66
ENG,-2.01,52.57
ENG,-0.69,52.29
ENG,-0.2,51.8
ENG,-0.28,51.56
ENG,-0.28,51.56
ENG,-0.19,51.16
ENG,-0.18,51.16
ENG,0.27,51.49
ENG,-1.57,53.76
ENG,-2.92,51.27
ENG,-0.46,51.37
ENG,-2.49,50.6
ENG,-2.71,52.97
ENG,-1.25,50.89
ENG,-0.36,51.45
ENG,-1.49,51.78
ENG,-2.63,53.55
ENG,-2.67,53.55
ENG,-2.23,53.33
ENG,-2.23,51.19
ENG,-1.34,51.05
ENG,-1.31,51.06
ENG,-0.61,51.48
ENG,-2.96,53.31
ENG,-2.99,53.35
ENG,0.21,52.68
ENG,-0.56,51.32
ENG,-0.55,51.31
ENG,-2.13,52.58
ENG,-2.13,52.59
ENG,0.07,51.49
ENG,-2.22,52.19
ENG,-0.37,50.81
ENG,-0.38,50.83
ENG,-2.41,51.54
ENG,-2.61,50.94
ENG,-1.05,53.99
ENG,-1.08,53.92
ENG,-1.09,53.96
ENG,-1.08,53.96
ENG,-1.28,53.32
ENG,-1.28,53.32
ENG,-1.75,53.71
ENG,-1.74,53.71
NIR,-6.23,54.73
NIR,-6.28,54.33
NIR,-5.7,54.66
NIR,-5.93,54.6
NIR,-5.93,54.6
NIR,-5.96,54.57
NIR,-5.87,54.62
NIR,-5.94,54.59
NIR,-5.93,54.6
NIR,-6.22,54.66
NIR,-5.93,54.6
NIR,-5.96,54.58
NIR,-5.93,54.59
NIR,-5.93,54.6
NIR,-6.67,55.13
NIR,-6.39,54.45
NIR,-7.32,54.99
NIR,-7.27,55
NIR,-6.34,54.18
SCT,-2.1,57.15
SCT,-2.1,57.15
SCT,-2.11,57.17
SCT,-2.11,57.14
SCT,-2.21,57.15
SCT,-2.11,57.14
SCT,-2.1,57.14
SCT,-3.18,51.48
SCT,-4.52,55.94
SCT,-3.4,56.08
SCT,-3.08,55.01
SCT,-3.61,55.07
SCT,-2.97,56.46
SCT,-3.46,56.07
SCT,-4.18,55.76
SCT,-3.18,55.95
SCT,-3.21,55.95
SCT,-3.21,55.95
SCT,-3.23,55.97
SCT,-3.2,55.95
SCT,-3.22,55.95
SCT,-3.18,55.98
SCT,-3.19,55.94
SCT,-3.11,55.93
SCT,-3.19,55.95
SCT,-3.21,55.93
SCT,-3.23,55.9
SCT,-3.2,55.95
SCT,-3.18,55.94
SCT,-3.36,55.95
SCT,-3.19,55.95
SCT,-3.31,55.94
SCT,-3.2,55.95
SCT,-3.23,55.94
SCT,-3.19,55.95
SCT,-3.32,57.65
SCT,-3.78,56
SCT,-4.25,55.86
SCT,-4.27,55.87
SCT,-4.26,55.86
SCT,-4.14,55.87
SCT,-4.34,55.82
SCT,-4.26,55.86
SCT,-4.25,55.86
SCT,-4.29,55.88
SCT,-4.29,55.85
SCT,-2.87,55.74
SCT,-4.26,55.86
SCT,-4.25,55.86
SCT,-4.37,55.88
SCT,-4.25,55.86
SCT,-4.35,55.86
SCT,-4.25,55.86
SCT,-4.34,55.82
SCT,-4.22,57.48
SCT,-4.18,57.48
SCT,-3.85,56.03
SCT,-4.47,55.85
SCT,-3.52,55.88
SCT,-4.43,55.86
SCT,-4.43,55.86
SCT,-3.43,56.4
SCT,-4.61,55.51
SCT,-2.8,56.34
SCT,-3.21,55.96
WLS,-3.58,51.53
WLS,-3.18,51.48
WLS,-3.18,51.48
WLS,-3.14,51.54
WLS,-3.17,51.48
WLS,-3.26,51.52
WLS,-3.19,51.53
WLS,-3.18,51.48
WLS,-3.17,51.46
WLS,-3.17,51.48
WLS,-3.18,51.48
WLS,-3.14,51.5
WLS,-3.19,51.45
WLS,-4.09,52.41
WLS,-3.02,51.65
WLS,-3.58,51.53
WLS,-3.82,53.32
WLS,-4.14,51.68
WLS,-4.08,51.8
WLS,-2.81,51.77
WLS,-3.38,51.54
WLS,-4.33,52.91
WLS,-3.52,53.27
WLS,-3.52,53.27
WLS,-3.95,51.62
WLS,-3.93,51.64
WLS,-3.92,51.62
WLS,-3.91,51.62
WLS,-3.03,53.03
WLS,-2.99,53.04
A1,23.83,38
A1,23.82,38.01
A1,23.8,38.01
A1,23.79,38.05
A1,23.75,37.86
A1,23.76,37.99
A1,23.73,37.98
A1,23.75,37.98
A1,23.8,38.09
A1,23.69,37.93
A1,23.73,37.98
A1,23.79,38.03
A1,23.81,38.07
A1,23.72,37.95
A1,23.73,37.91
A1,23.84,38.05
A1,23.78,38.01
A1,23.75,37.86
A1,23.7,37.96
A1,23.65,37.94
B,22.95,40.63
B,22.94,40.63
L,25.33,37.44
L,28.22,36.45
M,24.02,35.52
M,25.12,35.34
M,25.13,35.34
M,25.13,35.34
GU,-90.56,14.62
GU,-90.49,14.61
GU,-90.53,14.62
GU,-90.31,14.36
GU,-90.51,14.6
GU,-90.51,14.6
GU,-90.45,14.55
BU,19.03,47.5
BU,19.02,47.49
BU,19.06,47.49
BU,19.08,47.5
BU,19.06,47.51
BU,19.03,47.51
BU,19.09,47.5
BU,19.06,47.47
BU,19.06,47.51
BU,19.06,47.49
BU,19.14,47.5
BU,19.07,47.49
BU,19.05,47.5
BU,19.03,47.51
BU,19.07,47.5
BU,19.05,47.5
BA,115.18,-8.74
BA,115.17,-8.73
BA,115.11,-8.61
BA,115.21,-8.68
BA,115.17,-8.72
BA,115.26,-8.51
BA,115.18,-8.72
BA,115.17,-8.72
BA,115.17,-8.71
BA,115.17,-8.74
BA,115.26,-8.69
BA,115.18,-8.7
BT,106.16,-6.04
BT,106.71,-6.28
BT,106.68,-6.21
BT,106.66,-6.26
BT,106.65,-6.26
BT,106.63,-6.18
BT,106.68,-6.21
BT,106.61,-6.23
BT,106.66,-6.26
BT,106.74,-6.27
BT,106.75,-6.27
JB,107.44,-6.67
JB,107.64,-6.93
JB,107.6,-6.88
JB,107.6,-6.89
JB,107.62,-6.9
JB,107.17,-6.28
JB,107.21,-6.35
JB,106.96,-6.25
JB,106.85,-6.55
JB,106.8,-6.59
JB,107.72,-6.51
JB,107.72,-6.51
JB,106.83,-6.36
JB,106.87,-6.66
JI,112.66,-7.28
JI,112.75,-7.26
JI,112.74,-7.26
JI,112.81,-7.28
JI,112.74,-7.34
JI,112.78,-7.27
JI,112.72,-7.29
JI,112.73,-7.29
JI,112.73,-7.29
JI,112.74,-7.26
JK,106.82,-6.2
JK,106.81,-6.26
JK,106.83,-6.18
JK,106.82,-6.2
JK,106.82,-6.23
JK,106.8,-6.23
JK,106.82,-6.22
JK,106.79,-6.18
JK,106.82,-6.18
JK,106.8,-6.23
JK,106.83,-6.23
JK,106.79,-6.17
JK,106.8,-6.24
JK,106.81,-6.28
JK,106.8,-6.23
JK,106.82,-6.21
JK,106.8,-6.29
JK,106.65,-6.12
JK,106.82,-6.29
JK,106.82,-6.19
JK,106.82,-6.21
JK,106.83,-6.27
JK,106.82,-6.2
JK,106.86,-6.19
JK,106.79,-6.28
JK,106.73,-6.19
JK,106.8,-6.26
JK,106.85,-6.24
JK,106.82,-6.19
JK,106.8,-6.23
JK,106.9,-6.16
JK,106.81,-6.29
JK,106.75,-6.19
JK,106.82,-6.2
JK,106.78,-6.24
JK,106.78,-6.28
JK,106.78,-6.24
JK,106.79,-6.17
JK,106.82,-6.2
JK,107.04,-6.27
JK,106.83,-6.21
JK,106.65,-6.12
JK,106.78,-6.18
JK,106.89,-6.17
JK,106.89,-6.34
JK,106.78,-6.26
JK,106.82,-6.22
JK,106.81,-6.18
JK,106.83,-6.22
JK,106.8,-6.18
JK,106.82,-6.22
JK,106.83,-6.22
JK,106.82,-6.2
JK,106.82,-6.21
JK,106.8,-6.23
JK,106.8,-6.23
JK,106.78,-6.25
JK,106.82,-6.21
JK,106.83,-6.23
JK,106.82,-6.15
JK,106.83,-6.22
JK,106.82,-6.21
JK,106.84,-6.24
JK,106.83,-6.23
JK,106.84,-6.18
JK,106.82,-6.21
JK,106.76,-6.19
JK,106.79,-6.17
JK,106.83,-6.19
JK,106.8,-6.23
JK,106.85,-6.3
JK,106.78,-6.12
JK,106.79,-6.13
JK,106.83,-6.13
JK,106.89,-6.15
JK,106.79,-6.12
JK,107.4,-6.39
JT,110.41,-6.98
JT,112.73,-7.28
JW,107.44,-6.47
JW,107.62,-6.94
JW,107.61,-6.91
JW,107.62,-6.92
JW,107.58,-6.9
JW,106.64,-6.19
JW,106.97,-6.27
JW,106.97,-6.25
JW,107.17,-6.29
JW,106.77,-6.56
JW,106.84,-6.58
JW,106.59,-6.23
JW,106.84,-6.45
JW,106.82,-6.62
JW,106.8,-6.61
JW,106.84,-6.64
JW,106.43,-6.19
JW,108.55,-6.74
JW,115.12,-8.4
JW,106.85,-6.3
JW,106.53,-6.18
JW,106.48,-6.14
JW,106.88,-6.15
JW,106.82,-6.22
JW,106.74,-6.18
JW,106.83,-6.2
JW,106.83,-6.17
JW,106.81,-6.22
JW,106.49,-6.12
JW,106.8,-6.25
JW,106.8,-6.28
JW,106.82,-6.24
JW,113.15,-8.14
JW,106.87,-6.22
JW,106.77,-6.14
JW,106.85,-6.26
JW,106.79,-6.2
JW,106.84,-6.24
JW,106.83,-6.22
JW,106.47,-6.14
JW,106.83,-6.18
JW,106.73,-6.19
JW,106.44,-6.06
JW,106.82,-6.2
JW,106.89,-6.57
JW,106.9,-6.17
JW,106.78,-6.27
JW,106.83,-6.24
JW,106.84,-6.15
JW,106.85,-6.3
JW,106.91,-6.38
JW,106.83,-6.22
JW,106.83,-6.22
JW,106.83,-6.21
JW,106.8,-6.27
JW,106.47,-6.17
JW,106.79,-6.32
JW,106.83,-6.22
JW,106.9,-6.24
JW,106.5,-6.12
JW,106.81,-6.14
JW,106.85,-6.14
JW,106.78,-6.11
JW,106.89,-6.26
JW,106.67,-6.12
JW,106.83,-6.24
JW,106.8,-6.19
JW,106.82,-6.22
JW,106.83,-6.13
JW,106.78,-6.22
JW,106.8,-6.29
JW,106.85,-6.3
JW,106.89,-6.36
JW,106.95,-6.19
JW,106.82,-6.2
JW,106.82,-6.19
JW,106.47,-6.11
JW,106.83,-6.18
JW,106.84,-6.19
JW,106.83,-6.24
JW,106.82,-6.23
JW,108.98,0.93
JW,106.97,-6.29
JW,110.71,-7.61
JW,106.82,-6.15
JW,112.61,-7.98
JW,110.42,-7.13
JW,107.81,-7.19
JW,107.58,-6.96
JW,112.73,-7.35
JW,112.69,-7.43
JW,112.73,-7.33
JW,112.74,-7.26
JW,112.73,-7.35
JW,112.8,-7.37
JW,106.39,-6.18
JW,106.63,-6.2
JW,106.72,-6.29
JW,106.67,-6.12
JW,106.41,-6.07
JW,106.64,-6.17
JW,110.37,-7.79
JW,110.38,-7.78
KA,116.88,-1.16
KA,109.34,-0.05
KA,109.4,-0.15
KA,117.11,-0.53
KA,110.32,0.59
KI,116.9,-1.26
NU,115.15,-8.66
NU,115.17,-8.78
NU,115.23,-8.8
NU,115.17,-8.72
NU,115.17,-8.74
NU,116.11,-8.59
NU,115.22,-8.77
NU,115.16,-8.68
RI,104.06,1.13
RI,106.93,-6.22
SL,119.42,-5.14
SL,124.92,1.54
SL,124.83,1.46
SM,116.82,-1.22
SM,105.15,-5.23
SM,98.69,3.61
SM,98.4,3.35
SM,98.68,3.78
SM,98.4,3.36
SM,98.39,3.39
SM,104.74,-2.98
SM,98.93,1.98
SM,101.45,0.51
SN,106.85,-6.13
SN,106.83,-6.19
SN,106.8,-6.24
SS,104.76,-2.98
SS,107,-6.22
SU,98.67,3.58
SU,106.81,-6.24
SU,98.68,3.72
SU,98.67,3.58
YO,110.39,-7.78
C,-6.11,53.21
C,-8.4,51.89
C,-8.47,51.92
C,-8.47,51.9
C,-8.44,51.88
C,-6.26,53.34
C,-6.25,53.33
C,-6.26,53.35
C,-6.4,54
C,-6.26,53.35
C,-9.05,53.27
C,-7.25,52.66
C,-8.63,52.66
C,-8.62,52.66
C,-6.45,53.35
L,-6.15,52.8
L,-7.94,53.42
L,-6.14,53.24
L,-6.35,53.72
L,-6.18,53.4
L,-6.2,53.29
L,-6.18,53.3
L,-6.39,53.39
L,-6.14,53.29
L,-6.26,53.35
L,-6.39,53.39
L,-6.26,53.35
L,-6.26,53.34
L,-6.26,53.35
L,-6.25,53.39
L,-6.25,53.33
L,-6.23,53.33
L,-6.26,53.35
L,-6.26,53.35
L,-6.27,53.32
L,-6.24,53.29
L,-6.24,53.33
L,-6.26,53.35
L,-6.27,53.34
L,-6.24,53.29
L,-6.32,53.32
L,-6.39,53.39
L,-6.27,53.29
L,-6.23,53.36
L,-6.39,53.35
L,-6.25,53.35
L,-6.26,53.33
L,-6.14,53.29
L,-6.26,53.34
L,-6.39,53.39
L,-6.25,53.29
L,-6.26,53.35
L,-6.22,53.28
L,-6.24,53.35
L,-6.13,53.29
L,-6.26,53.35
L,-6.27,53.32
L,-6.24,53.43
L,-6.26,53.34
L,-6.11,53.39
L,-6.23,53.45
L,-6.23,53.35
L,-6.26,53.35
L,-6.07,53.39
L,-6.15,53.45
L,-6.8,53.18
L,-6.22,53.45
L,-7.11,52.26
M,-8.41,51.89
M,-8.47,51.9
M,-8.48,51.9
M,-8.46,51.9
M,-8.55,52.67
AP,78.45,17.42
AP,78.39,17.48
AP,78.39,17.43
AP,78.42,17.42
AP,78.38,17.45
AP,78.38,17.45
DL,77.13,28.67
DL,77.12,28.57
DL,77.07,28.46
DL,77.17,28.57
DL,77.12,28.56
DL,77.11,28.64
DL,77.16,28.54
DL,77.22,28.53
DL,77.25,28.55
DL,77.22,28.63
DL,77.22,28.63
DL,77.16,28.54
DL,77.15,28.69
DL,77.24,28.55
